pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount
2021-01-16 18:48:00,7.0,-73.86771906104397,40.818749474245045,-74.01092840055107,40.791102733639065,28.228590435675184
2021-01-30 11:17:00,1.0,-73.88558528653023,40.80594850188422,-73.92684302028776,40.81953410332709,23.32101884097348
2021-01-18 18:37:00,5.0,-73.97194223398431,40.79938960717491,-73.94344943044564,40.698881107140075,33.66054851851957
2021-01-02 03:39:00,3.0,-73.85338382555557,40.70413058087771,-74.01544894736406,40.64028525333086,50.06574931765286
2021-01-09 20:57:00,2.0,-73.80188942940005,40.767783230088995,-74.02528033532155,40.65875792975897,61.2459375284641
2021-01-21 16:56:00,2.0,-73.8050401518443,40.64091563969752,-73.98903470510356,40.70446060532015,57.08900484922336
2021-01-27 22:10:00,2.0,-74.03388473615762,40.804502767205115,-73.75734774397083,40.660456811143646,80.02567990899885
2021-01-28 09:19:00,1.0,-73.90274956689977,40.8273463584164,-73.76466547395214,40.70962018879051,39.59594502735404
2021-01-20 15:52:00,1.0,-73.82529954463591,40.77899728842962,-73.80923936432933,40.69820122145451,20.184788422881798
2021-01-08 19:20:00,3.0,-73.91458018780406,40.79651712674447,-73.75265831093986,40.64523437559612,54.142398855632706
2021-01-24 09:13:00,5.0,-74.02393216960371,40.75905881204383,-73.975270643306,40.69912325934858,40.93813445813362
2021-01-15 17:16:00,2.0,-73.79692642458876,40.752885989067366,-73.91277421238173,40.71879091827421,35.52527162367133
2021-01-26 15:39:00,1.0,-73.98709081637753,40.84323772027024,-73.89263441073959,40.722811579805004,50.32998135294578
2021-01-07 04:20:00,4.0,-73.86352389737442,40.632149210373036,-73.92441870518826,40.66032698558453,19.137171310288288
2021-01-10 23:07:00,4.0,-73.963897874536,40.72288952957594,-73.75029225507811,40.71502749538027,62.87541989984426
2021-01-16 06:16:00,3.0,-74.0426562608485,40.773323231007,-73.97714932054072,40.786644841121216,18.866080685199805
2021-01-22 05:38:00,5.0,-74.00033728744882,40.665985815033984,-73.75365967377695,40.7779277971555,69.83914677709694
2021-01-12 23:27:00,3.0,-73.86224448867664,40.74440323118122,-73.85948831194953,40.81651784768775,23.737499652135575
2021-01-12 04:40:00,4.0,-73.90189426839274,40.69516134758206,-73.98998313344484,40.80983301956114,38.11227245366122
2021-01-05 04:55:00,2.0,-74.00458084431253,40.728146125610245,-73.97011823000031,40.68554734941224,21.22326869800115
2021-01-13 21:10:00,2.0,-73.80983264477712,40.64302598376728,-73.87193559660057,40.750796245027885,34.78128126982929
2021-01-06 17:27:00,2.0,-73.81874808777096,40.73860943838118,-73.98024449698251,40.63786033164938,46.425157380112836
2021-01-18 01:29:00,4.0,-74.01958935737295,40.76573992935363,-73.98770119088347,40.6661848395847,38.2699561222048
2021-01-11 11:25:00,4.0,-73.87198496005051,40.64269345807293,-73.92069355784362,40.762103208829075,39.29717523071121
2021-01-22 18:40:00,1.0,-73.7785027842064,40.82252517524713,-73.83949562534313,40.66095162689289,36.43282632991047
2021-01-02 12:26:00,2.0,-73.85200965999337,40.68196809828626,-73.84970892588234,40.72334041315451,14.195779424157442
2021-01-10 00:38:00,3.0,-74.0371424510644,40.81405568240944,-73.81063397219496,40.71376472007547,61.68156824164605
2021-01-18 20:56:00,2.0,-73.79795825602395,40.784353700616485,-73.97056770411757,40.654656080643214,52.03461550391619
2021-01-13 23:58:00,2.0,-74.00889247336546,40.67942378668978,-73.92038347742908,40.73001248566721,28.64270879287369
2021-01-17 03:00:00,8.0,-73.88578728602707,40.7652290467325,-73.98424867372275,40.78922831582285,32.83854746098942
2021-01-08 01:50:00,6.0,-73.82894644240906,40.71400255195943,-74.04055515252702,40.65132482375683,63.4417019619326
2021-01-30 13:36:00,7.0,-73.97066510260026,40.73849441463298,-73.89801788920794,40.698787690376854,23.340839751054652
2021-01-02 14:12:00,1.0,-73.82229737844166,40.64733507342987,-73.80931950839866,40.63718730333965,15.33129300857216
2021-01-14 03:02:00,2.0,-73.90763776524201,40.793223591877535,-73.84535115135849,40.703165140832866,19.229345660058243
2021-01-30 20:57:00,1.0,-74.01061593251806,40.68255962842219,-73.75754789032713,40.76237589666046,63.12597903323623
2021-01-09 12:55:00,3.0,-73.92541175592167,40.777706400906354,-73.95829196773937,40.66268046359733,32.707720840973174
2021-01-28 19:12:00,2.0,-73.77135894398141,40.71836737974111,-74.00426363854469,40.75739074539743,55.60092411750465
2021-01-02 00:27:00,4.0,-73.95352809950263,40.677774804434236,-73.9129987240324,40.782472192126356,41.64786533981896
2021-01-15 06:03:00,2.0,-73.90779145103929,40.836716301766465,-74.03836001839443,40.647663806130765,50.98323365046588
2021-01-22 00:04:00,1.0,-73.98729464144816,40.74836043517131,-73.77281435304418,40.660765134404535,58.151239150497986
2021-01-14 16:13:00,2.0,-73.86223755468149,40.81133383548438,-73.94671081495738,40.84639563368807,31.625412895496986
2021-01-09 02:05:00,1.0,-73.8515903475848,40.84704663032528,-73.85216804797933,40.830818988967486,16.22767813592612
2021-01-02 03:06:00,2.0,-73.96370252008603,40.631924639302156,-73.78183228853338,40.632120948493736,47.315822483993514
2021-01-24 06:24:00,1.0,-73.79654136178291,40.842403940491096,-73.78376141071465,40.64412644926608,50.206146814935785
2021-01-29 12:56:00,5.0,-73.85908896030939,40.79344188794085,-74.040766751478,40.72857546321241,49.81163966602401
2021-01-22 07:07:00,5.0,-73.99312449105366,40.811282757516175,-73.81836984916514,40.69832273305577,49.72456288326771
2021-01-05 23:41:00,3.0,-73.89434071989935,40.66059295240427,-73.94515345097261,40.82691718888746,56.95491960869305
2021-01-12 01:29:00,3.0,-73.99506116615385,40.79216019720974,-73.84460778393937,40.80418815059732,41.65210999486531
2021-01-20 16:24:00,2.0,-73.81794474329541,40.824573879089634,-74.0458169932908,40.737050992464226,65.46884045638802
2021-01-13 07:22:00,3.0,-73.77698802264558,40.73146901368613,-73.92674099167861,40.69257270233497,43.219744309411716
2021-01-24 20:56:00,2.0,-73.84345773425191,40.80972789638986,-73.91266171948679,40.81525448434958,23.02357692475728
2021-01-14 09:18:00,4.0,-73.78244069789693,40.6630443273236,-73.82180830355027,40.81634112428803,42.68448355382999
2021-01-23 17:09:00,3.0,-74.0383531388193,40.73560382127072,-73.99267875947078,40.72500117976327,15.625820581832945
2021-01-18 09:58:00,4.0,-73.8526439136797,40.77219800058538,-73.85424807037604,40.84628355953904,21.696628944491223
2021-01-15 04:31:00,4.0,-74.03279498519996,40.781089407123304,-73.75209954996544,40.81397669052208,72.25785945387014
2021-01-01 21:38:00,8.0,-74.03585790426776,40.66007116767939,-73.88353589644785,40.67216272428815,47.30938112144575
2021-01-17 11:08:00,4.0,-74.02543020552157,40.7970430964058,-73.80779567149888,40.71954847417801,60.13207153249461
2021-01-03 03:33:00,5.0,-74.04149932369421,40.798359522512605,-73.89421043174465,40.80318325035192,41.1157805798439
2021-01-27 13:00:00,6.0,-74.03860937584524,40.80119884809494,-73.93063394472031,40.828012982450176,30.94511239254458
2021-01-19 06:10:00,2.0,-74.02192710990997,40.750374355904455,-74.00457950417972,40.7255292115034,12.83827705629713
2021-01-24 19:16:00,1.0,-73.77072844189647,40.83038392350765,-74.00952447552623,40.760263921027274,61.52792859136004
2021-01-14 09:59:00,3.0,-73.76229591469432,40.78973682566102,-73.92556035221583,40.827769584474304,49.05766385681063
2021-01-07 14:10:00,5.0,-74.00877232936516,40.70214680836756,-73.93992484415377,40.66472646681686,29.730842624057367
2021-01-07 09:16:00,1.0,-73.90566702555104,40.792890546010085,-73.79564255829558,40.72956385079108,35.48933109418066
2021-01-19 21:45:00,2.0,-73.82883169146268,40.758090458413484,-73.79183442709585,40.75780213083726,16.738814060046707
2021-01-21 03:26:00,4.0,-73.81650932026615,40.68047269986175,-73.91877727682441,40.80484027047582,32.00732114302054
2021-01-17 04:00:00,2.0,-73.8124762364771,40.8429686388296,-73.99744870605045,40.79566362078059,47.64671137428296
2021-01-11 13:27:00,8.0,-73.93953982041772,40.658550667822404,-74.02419859123498,40.847336231508514,46.191939768799884
2021-01-14 03:55:00,4.0,-73.98011830546493,40.777406157447935,-73.80243488735823,40.848149016353915,48.407079149362225
2021-01-09 23:45:00,6.0,-73.82870871926686,40.822579801655756,-73.96190006417547,40.674017864453035,43.92266539758873
2021-01-14 04:16:00,2.0,-73.77240948364829,40.661976687584456,-73.75633495860835,40.77075707989272,30.69094557474279
2021-01-02 10:00:00,2.0,-73.97406385417061,40.81631639794238,-74.00457482448121,40.647338337621555,48.63023459228708
2021-01-16 08:38:00,8.0,-73.90425012410864,40.74992309005203,-73.7648945643274,40.65455608912503,40.301020037196096
2021-01-10 20:29:00,2.0,-73.76767338619453,40.73410674352804,-74.01884702882228,40.70147882915782,56.06512209637795
2021-01-01 11:42:00,4.0,-73.84127839051611,40.818362781421506,-73.79359516419952,40.72291020952494,26.613767027906004
2021-01-24 09:31:00,8.0,-73.91401978929375,40.6692287232909,-73.83855073352701,40.655502533316515,31.231741190677926
2021-01-03 07:14:00,7.0,-73.90182878253992,40.81895763855977,-73.77054096196767,40.707447381009686,44.62083329108461
2021-01-10 08:58:00,3.0,-73.75117364275621,40.83772027827906,-73.87956248344844,40.77794164895677,30.65900980700077
2021-01-19 09:06:00,1.0,-73.87584116684184,40.67978435488026,-73.92473892113689,40.68834219915094,13.928838266623206
2021-01-22 08:06:00,2.0,-73.80409954123998,40.80282745606083,-73.79939633819676,40.78845853340069,6.4774082109113955
2021-01-04 01:10:00,5.0,-73.86977439406334,40.65991958770667,-73.78985829663453,40.7591951743501,33.364581821793536
2021-01-28 03:00:00,4.0,-73.78526789543476,40.81101019944133,-74.02811435488564,40.66902755879392,64.29964460440368
2021-01-27 16:49:00,5.0,-73.9824106157074,40.830529259098874,-73.81480631656612,40.638358217274,67.8781103324321
2021-01-03 13:00:00,3.0,-73.75947267434127,40.717946585067445,-73.95321614299644,40.69564627209923,53.68849638663957
2021-01-21 23:03:00,2.0,-73.78302007898306,40.6495789002008,-73.79936812964118,40.67202977009641,16.718002107229417
2021-01-04 15:42:00,5.0,-73.79601938396802,40.807020511989315,-74.04094156646427,40.646917995477885,69.91679774188455
2021-01-18 00:32:00,1.0,-74.04083192126285,40.76759208815191,-73.78977918769489,40.82674698903545,68.2439831112964
2021-01-21 18:02:00,3.0,-73.87387593642447,40.64184503203152,-73.82760195221594,40.77091852910574,42.67751982242078
2021-01-09 02:08:00,4.0,-73.88970913817418,40.76683178219978,-73.86878230641705,40.80324812772571,12.610357111191565
2021-01-01 10:31:00,4.0,-73.96489856519548,40.674782911630075,-73.86073917172715,40.781672195315934,29.494383879684687
2021-01-12 17:42:00,1.0,-73.94940103155432,40.63406785841882,-73.91174160103078,40.79703220381194,45.233399450479396
2021-01-23 12:52:00,2.0,-74.004573230471,40.653820426957665,-73.79831705122308,40.651588839804475,50.800545187754764
2021-01-26 00:11:00,8.0,-73.95582282965631,40.73123123887536,-74.01554294253711,40.66069010248041,25.218190514866276
2021-01-01 09:59:00,3.0,-73.97536820385288,40.693236802512466,-74.0407624510754,40.75975375405329,30.79723566861198
2021-01-15 22:15:00,5.0,-73.88464999057776,40.73572355346889,-73.77977864989008,40.82105348364935,32.97055065267271
2021-01-03 02:53:00,6.0,-73.9790076363959,40.809234661405945,-73.76622549903519,40.69517698669268,49.375058314863246
2021-01-29 00:21:00,2.0,-73.87829948751316,40.692637544769234,-73.89439023853474,40.76614302972634,27.312752556299834
2021-01-03 21:13:00,2.0,-74.00418268412533,40.66337457562587,-73.93895857975454,40.72543785536397,35.99324481979926
2021-01-03 19:12:00,3.0,-73.8012187141482,40.740299694966765,-73.97479581031007,40.71926612248354,35.91926454251036
2021-01-04 17:06:00,3.0,-74.02782495512493,40.71391646005347,-73.94250199811928,40.68118483362534,26.005850657130242
2021-01-25 01:36:00,4.0,-73.7586691226182,40.84767280193087,-74.02133869005257,40.82745117028522,64.11214076229084
2021-01-19 03:39:00,2.0,-74.02494304361201,40.837119851990586,-74.02786067970145,40.8144429985707,17.319590013962625
2021-01-17 21:26:00,4.0,-73.82114596585166,40.78785965184019,-73.84870515082567,40.67934926861509,31.072414983727093
2021-01-26 05:01:00,1.0,-73.81901403029305,40.632695380291004,-73.94338182330205,40.787485770764,49.366987664099376
2021-01-10 13:33:00,1.0,-73.752692149734,40.775025792904415,-73.98091988410688,40.806551385002734,45.924069598387334
2021-01-30 14:44:00,2.0,-73.95631314868452,40.66772156031716,-74.01673124994828,40.75705208075569,32.69361520928466
2021-01-10 22:16:00,,-73.80205821493587,40.64415964568321,-74.03711174934165,40.68688373219807,49.122590823983785
2021-01-07 19:45:00,2.0,-73.81643748782884,40.7482170893577,-73.82403208702459,40.790879515463985,17.95127161987959
2021-01-10 20:20:00,4.0,-73.80075033359405,40.7247170389357,-73.98869628314246,40.74764127591344,45.82785063013939
2021-01-28 21:14:00,2.0,-73.81125864897142,40.76718375937275,-73.8208863450518,40.63343733845247,45.85684921368788
2021-01-24 01:30:00,4.0,-73.98346686065253,40.67929107664066,-73.97513574095315,40.66568991989466,14.526654118319737
2021-01-29 02:51:00,1.0,-73.89342507961324,40.79197010915853,-73.95407648863863,40.73032443041201,37.96458874457574
2021-01-28 12:00:00,1.0,-73.84237859565955,40.68713821893268,-73.97678660980792,40.83655582958132,53.47945269832155
2021-01-20 01:05:00,5.0,-73.76130104782418,40.77437675646419,-73.81202860520015,40.82102647024434,18.05059811966581
2021-01-09 15:45:00,1.0,-73.98849248548517,40.69744209158327,-74.03051749692375,40.70431942735039,22.651588894217085
2021-01-14 12:35:00,3.0,-73.9539294388897,40.67619226613362,-73.78709968103087,40.79277214395343,46.026236338640174
